trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
366,False,"{'a': 0.6, 'e': 0.479985204266536}",20,0,-97.15442472762086,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
367,False,"{'a': 0.6, 'e': 0.4790261931887511}",30,14,-15.7099544507182,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
368,False,"{'a': 0.6, 'e': 0.4780690982163776}",30,10,-8.461570371148841,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
369,False,"{'a': 0.6, 'e': 0.4771139155210344}",20,0,-49.5383942815052,"{0: 16, 1: 0, 2: 1, 3: 3, 4: 0}",0
370,False,"{'a': 0.6, 'e': 0.4761606412819894}",20,0,2.7335385855492698,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
371,False,"{'a': 0.6, 'e': 0.47520927168614446}",35,0,-170.31085588123864,"{0: 23, 1: 2, 2: 5, 3: 3, 4: 2}",1
372,False,"{'a': 0.6, 'e': 0.4742598029280199}",30,16,-80.96962710689937,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
373,False,"{'a': 0.6, 'e': 0.4733122312097393}",20,16,6.705836484898185,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.6, 'e': 0.4723665527410147}",25,16,-9.174398120982818,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
375,False,"{'a': 0.6, 'e': 0.4714227637391309}",20,11,-8.18504130365374,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
376,False,"{'a': 0.6, 'e': 0.47048086042893056}",20,0,-49.47960381787585,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
377,False,"{'a': 0.6, 'e': 0.46954083904279925}",30,19,14.064594537642023,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.6, 'e': 0.46860269582065023}",25,0,-74.4995250821442,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 2}",0
379,False,"{'a': 0.6, 'e': 0.46766642700990924}",25,8,-0.7564297155289574,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
380,False,"{'a': 0.6, 'e': 0.46673202886549986}",30,0,-101.5168631757329,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
381,False,"{'a': 0.6, 'e': 0.46579949764982825}",20,9,-13.871008217050436,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
382,False,"{'a': 0.6, 'e': 0.46486882963276827}",20,13,10.94366331107746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.6, 'e': 0.4639400210916467}",35,4,-36.594389862111875,"{0: 25, 1: 0, 2: 5, 3: 1, 4: 0}",1
384,False,"{'a': 0.6, 'e': 0.46301306831122807}",25,5,-45.4473776365578,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",1
385,False,"{'a': 0.6, 'e': 0.4620879675837}",20,5,-81.33384633132488,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
386,False,"{'a': 0.6, 'e': 0.4611647152086584}",20,2,-43.51831955771791,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 0}",1
387,False,"{'a': 0.6, 'e': 0.46024330749309256}",20,0,-7.601957270715625,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
388,False,"{'a': 0.6, 'e': 0.45932374075137034}",30,5,-24.278234960181024,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
389,False,"{'a': 0.6, 'e': 0.4584060113052235}",25,0,-70.23555138514486,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
390,False,"{'a': 0.6, 'e': 0.45749011548373314}",25,6,11.628519758355838,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
391,False,"{'a': 0.6, 'e': 0.4565760496233147}",30,0,7.704505321577052,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
392,False,"{'a': 0.6, 'e': 0.4556638100677035}",20,15,8.394820817925737,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.6, 'e': 0.45475339316794017}",25,7,-39.1097323580556,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
394,False,"{'a': 0.6, 'e': 0.45384479528235583}",20,2,-21.677214770261422,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
395,False,"{'a': 0.6, 'e': 0.4529380127765577}",30,0,-115.5799503087801,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
396,False,"{'a': 0.6, 'e': 0.45203304202341466}",20,14,11.592625635468421,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.6, 'e': 0.45112987940304233}",30,15,13.825071666217378,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
398,False,"{'a': 0.6, 'e': 0.45022852130278923}",25,8,-51.098716330979634,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
399,False,"{'a': 0.6, 'e': 0.44932896411722156}",20,0,-39.164720848739364,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
400,False,"{'a': 0.6, 'e': 0.4484312042481095}",20,0,-41.29663921781601,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
401,False,"{'a': 0.6, 'e': 0.44753523810441237}",20,10,16.281360393088207,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.6, 'e': 0.44664106210226434}",20,10,-76.89495994252472,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
403,False,"{'a': 0.6, 'e': 0.4457486726649602}",20,3,-85.54283753096841,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 2}",1
404,False,"{'a': 0.6, 'e': 0.4448580662229411}",35,15,12.482435076886796,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
405,False,"{'a': 0.6, 'e': 0.44396923921378006}",25,0,-49.15310422484716,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",1
406,False,"{'a': 0.6, 'e': 0.44308218808216776}",25,0,-37.845768664479614,"{0: 21, 1: 2, 2: 0, 3: 1, 4: 1}",1
407,False,"{'a': 0.6, 'e': 0.44219690927989863}",30,16,-23.610433485178188,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
408,False,"{'a': 0.6, 'e': 0.44131339926585617}",20,12,0.23118593523465503,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.6, 'e': 0.44043165450599925}",25,3,-30.470444181503076,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 0}",1
410,False,"{'a': 0.6, 'e': 0.43955167147334756}",20,0,-4.928820076400108,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
411,False,"{'a': 0.6, 'e': 0.4386734466479678}",30,15,27.307079785349206,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.6, 'e': 0.4377969765169596}",25,0,-102.11784087413609,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
413,False,"{'a': 0.6, 'e': 0.43692225757444114}",35,13,-10.845413453042763,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 0}",1
414,False,"{'a': 0.6, 'e': 0.43604928632153556}",20,2,-122.72593234202837,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 2}",1
415,False,"{'a': 0.6, 'e': 0.43517805926635666}",25,0,-89.38117973983984,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
416,False,"{'a': 0.6, 'e': 0.4343085729239951}",25,0,14.415592135470124,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
417,False,"{'a': 0.6, 'e': 0.4334408238165043}",20,0,24.809848696426783,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
418,False,"{'a': 0.6, 'e': 0.43257480847288665}",35,6,19.520087320160183,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 0}",1
419,False,"{'a': 0.6, 'e': 0.43171052342907973}",20,4,2.8350189110504944,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
420,False,"{'a': 0.6, 'e': 0.43084796522794205}",20,10,-45.89172779661166,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
421,False,"{'a': 0.6, 'e': 0.4299871304192398}",25,0,-51.32145909429771,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
422,False,"{'a': 0.6, 'e': 0.42912801555963254}",35,4,-11.017755305170814,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 1}",1
423,False,"{'a': 0.6, 'e': 0.4282706172126597}",20,3,-21.99328796818281,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
424,False,"{'a': 0.6, 'e': 0.4274149319487267}",30,10,17.058789794071235,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
425,False,"{'a': 0.6, 'e': 0.4265609563450914}",20,3,-62.14442668554544,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
426,False,"{'a': 0.6, 'e': 0.4257086869858502}",30,19,-26.880884615165094,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
427,False,"{'a': 0.6, 'e': 0.42485812046192456}",30,3,-15.7417250599993,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 0}",1
428,False,"{'a': 0.6, 'e': 0.4240092533710473}",20,0,-89.90460849948757,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
429,False,"{'a': 0.6, 'e': 0.4231620823177488}",20,0,-52.53783398939274,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
430,False,"{'a': 0.6, 'e': 0.42231660391334386}",20,10,-38.67161649874098,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
431,False,"{'a': 0.6, 'e': 0.42147281477591764}",30,10,-28.624634679170615,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
432,False,"{'a': 0.6, 'e': 0.42063071153031245}",20,6,10.765270626289029,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.6, 'e': 0.41979029080811425}",30,0,-24.79308363315222,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
434,False,"{'a': 0.6, 'e': 0.418951549247639}",25,6,-2.2977384434785026,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 0}",1
435,False,"{'a': 0.6, 'e': 0.41811448349391933}",25,1,-36.8353166748394,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
436,False,"{'a': 0.6, 'e': 0.41727909019869114}",25,0,-61.38058372027668,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
437,False,"{'a': 0.6, 'e': 0.41644536602038007}",25,0,-43.540764221985185,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
438,False,"{'a': 0.6, 'e': 0.4156133076240884}",35,18,-25.692485305661418,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
439,False,"{'a': 0.6, 'e': 0.4147829116815814}",20,11,15.659919384977783,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.6, 'e': 0.4139541748712741}",20,8,-57.890453479548704,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
441,False,"{'a': 0.6, 'e': 0.4131270938782182}",30,20,18.222010199999954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.6, 'e': 0.41230166539408875}",20,0,8.571454223346786,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
443,False,"{'a': 0.6, 'e': 0.41147788611717057}",25,0,-20.44420316470716,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
444,False,"{'a': 0.6, 'e': 0.4106557527523455}",20,12,-7.0235735701642605,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.6, 'e': 0.40983526201107895}",20,11,3.0102587530474443,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.6, 'e': 0.4090164106114069}",25,0,-76.63347634486716,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
447,False,"{'a': 0.6, 'e': 0.4081991952779227}",20,2,18.929893014219267,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.6, 'e': 0.4073836127417638}",25,6,-15.944972132318997,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
449,False,"{'a': 0.6, 'e': 0.4065696597405991}",25,19,10.881172883845476,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.6, 'e': 0.40575733301861544}",20,10,-2.684647391669907,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.6, 'e': 0.4049466293265049}",25,0,-54.5596123689193,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",1
452,False,"{'a': 0.6, 'e': 0.4041375454214515}",25,13,-35.70550976503764,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
453,False,"{'a': 0.6, 'e': 0.40333007806711874}",35,18,1.067470839556316,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
454,False,"{'a': 0.6, 'e': 0.40252422403363597}",30,18,12.152950278063043,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
455,False,"{'a': 0.6, 'e': 0.401719980097586}",20,0,26.947194584958112,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
456,False,"{'a': 0.6, 'e': 0.4009173430419921}",20,0,-84.50250031743629,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
457,False,"{'a': 0.6, 'e': 0.40011630965630496}",30,0,-18.910737949837007,"{0: 25, 1: 0, 2: 5, 3: 0, 4: 0}",0
458,False,"{'a': 0.6, 'e': 0.3993168767363899}",20,2,-55.815618425142425,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 0}",1
459,False,"{'a': 0.6, 'e': 0.39851904108451414}",25,4,-48.875777908781814,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 1}",1
460,False,"{'a': 0.6, 'e': 0.39772279950933415}",20,0,-24.03549116808678,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
461,False,"{'a': 0.6, 'e': 0.39692814882588245}",20,5,-54.876680098013765,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
462,False,"{'a': 0.6, 'e': 0.39613508585555535}",25,4,-6.562546598649275,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
463,False,"{'a': 0.6, 'e': 0.3953436074260998}",25,0,-82.96056973135178,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
464,False,"{'a': 0.6, 'e': 0.3945537103716011}",25,0,-23.346086552262985,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
465,False,"{'a': 0.6, 'e': 0.39376539153247}",20,12,-5.240250765105576,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
466,False,"{'a': 0.6, 'e': 0.39297864775542996}",25,0,-66.73922556854622,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
467,False,"{'a': 0.6, 'e': 0.39219347589350495}",20,0,-76.70102802714493,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
468,False,"{'a': 0.6, 'e': 0.3914098728060065}",20,0,-31.55504889927955,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
469,False,"{'a': 0.6, 'e': 0.3906278353585211}",20,0,-11.978486389407323,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
470,False,"{'a': 0.6, 'e': 0.38984736042289797}",25,4,-31.482149092249863,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 0}",1
471,False,"{'a': 0.6, 'e': 0.3890684448772363}",20,0,-58.59281531734782,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
472,False,"{'a': 0.6, 'e': 0.38829108560587294}",20,0,29.946397137191322,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
473,False,"{'a': 0.6, 'e': 0.3875152794993697}",20,8,12.656447507534352,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.6, 'e': 0.3867410234545012}",20,0,-3.208325342236627,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
475,False,"{'a': 0.6, 'e': 0.3859683143742421}",20,6,20.636790936391147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.6, 'e': 0.38519714916775516}",25,7,-47.91695692597683,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
477,False,"{'a': 0.6, 'e': 0.3844275247503785}",20,4,-44.98895265377063,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
478,False,"{'a': 0.6, 'e': 0.38365943804361335}",20,6,-17.52379620947359,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
479,False,"{'a': 0.6, 'e': 0.38289288597511206}",20,12,14.097814362924378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.6, 'e': 0.38212786547866506}",20,0,-85.70621859277553,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
481,False,"{'a': 0.6, 'e': 0.38136437349418956}",25,0,-161.36127094466113,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 3}",0
482,False,"{'a': 0.6, 'e': 0.38060240696771647}",25,1,-37.33248228107281,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
483,False,"{'a': 0.6, 'e': 0.3798419628513787}",20,14,10.141998962975952,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.6, 'e': 0.37908303810339883}",30,0,-17.1583805108381,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
485,False,"{'a': 0.6, 'e': 0.3783256296880768}",20,14,10.997713199957921,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.6, 'e': 0.37756973457577797}",25,3,-75.95379717760119,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
487,False,"{'a': 0.6, 'e': 0.37681534974292086}",20,0,13.07075835965357,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
488,False,"{'a': 0.6, 'e': 0.37606247217196515}",20,5,-10.316333467140199,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
489,False,"{'a': 0.6, 'e': 0.37531109885139957}",35,8,-34.58498317879462,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 1}",1
490,False,"{'a': 0.6, 'e': 0.3745612267757298}",20,12,11.343668076931746,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.6, 'e': 0.3738128529454665}",35,22,-21.359588141382392,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
492,False,"{'a': 0.6, 'e': 0.3730659743671134}",20,4,-17.287385106393398,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
493,False,"{'a': 0.6, 'e': 0.3723205880531552}",25,0,-92.68831293980335,"{0: 18, 1: 4, 2: 0, 3: 1, 4: 2}",0
494,False,"{'a': 0.6, 'e': 0.3715766910220457}",20,14,0.816897241687877,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.6, 'e': 0.37083428029819565}",25,6,-17.312314411600326,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
496,False,"{'a': 0.6, 'e': 0.37009335291196127}",20,13,2.007544279262122,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.6, 'e': 0.369353905899632}",25,5,0.4863830027087137,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
498,False,"{'a': 0.6, 'e': 0.3686159363034188}",20,0,-12.799777533285075,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
499,False,"{'a': 0.6, 'e': 0.36787944117144233}",25,0,11.020184426346677,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
500,False,"{'a': 0.6, 'e': 0.36714441755772104}",20,4,5.207693019038676,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
501,False,"{'a': 0.6, 'e': 0.3664108625221595}",25,8,-14.687953624882741,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
502,False,"{'a': 0.6, 'e': 0.36567877313053654}",25,0,-76.9631766903889,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
503,False,"{'a': 0.6, 'e': 0.36494814645449375}",30,0,26.52341204569352,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
504,False,"{'a': 0.6, 'e': 0.3642189795715233}",25,0,-20.818608233064772,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
505,False,"{'a': 0.6, 'e': 0.3634912695649568}",20,6,-16.971518366952246,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
506,False,"{'a': 0.6, 'e': 0.36276501352395324}",20,10,-7.772465247870093,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
507,False,"{'a': 0.6, 'e': 0.36204020854348745}",20,9,7.503650281082177,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.6, 'e': 0.36131685172433853}",35,8,-82.2078178833934,"{0: 20, 1: 0, 2: 5, 3: 1, 4: 1}",1
509,False,"{'a': 0.6, 'e': 0.3605949401730783}",20,3,-9.430447048502083,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
510,False,"{'a': 0.6, 'e': 0.35987447100205955}",25,7,10.473437036483238,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
511,False,"{'a': 0.6, 'e': 0.3591554413294046}",25,8,15.428027518632987,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
512,False,"{'a': 0.6, 'e': 0.3584378482789939}",25,6,-29.510124324037424,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
513,False,"{'a': 0.6, 'e': 0.3577216889804542}",20,4,-67.92008893011545,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
514,False,"{'a': 0.6, 'e': 0.3570069605691474}",25,19,11.293238964632769,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.6, 'e': 0.3562936601861588}",30,0,-34.04713579588069,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
516,False,"{'a': 0.6, 'e': 0.35558178497828613}",35,11,-28.838520824556113,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 1}",1
517,False,"{'a': 0.6, 'e': 0.3548713320980274}",25,7,-29.21295643226663,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 0}",1
518,False,"{'a': 0.6, 'e': 0.35416229870357024}",35,20,-44.22466159371758,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
519,False,"{'a': 0.6, 'e': 0.35345468195878016}",25,10,-11.690621810105213,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
520,False,"{'a': 0.6, 'e': 0.3527484790331891}",25,8,16.408771763858592,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
521,False,"{'a': 0.6, 'e': 0.3520436871019846}",25,0,-17.255639061828933,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
522,False,"{'a': 0.6, 'e': 0.3513403033459978}",30,19,-34.82111922589498,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
523,False,"{'a': 0.6, 'e': 0.35063832495169295}",25,2,-15.165016519021263,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 0}",1
524,False,"{'a': 0.6, 'e': 0.3499377491111553}",25,17,-25.968758815028608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
525,False,"{'a': 0.6, 'e': 0.3492385730220808}",35,18,-23.265744401265906,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
526,False,"{'a': 0.6, 'e': 0.348540793887764}",25,8,26.772455300396363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.6, 'e': 0.3478444089170874}",30,2,-97.15904230086733,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 2}",1
528,False,"{'a': 0.6, 'e': 0.3471494153245103}",35,19,12.325681225476917,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.6, 'e': 0.3464558103300574}",25,10,10.65166313255022,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.6, 'e': 0.34576359115930777}",25,0,-71.66183571546463,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
531,False,"{'a': 0.6, 'e': 0.34507275504338375}",20,1,7.434777858196509,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.6, 'e': 0.34438329921894}",25,0,21.27458933224696,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.6, 'e': 0.34369522092815236}",30,17,10.02287699402162,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.6, 'e': 0.34300851741870664}",20,5,-10.998363602236196,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
535,False,"{'a': 0.6, 'e': 0.34232318594378797}",25,0,-33.18312772060097,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
536,False,"{'a': 0.6, 'e': 0.34163922376206945}",20,13,-38.554858174528036,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
537,False,"{'a': 0.6, 'e': 0.34095662813770156}",20,0,15.902691306288787,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
538,False,"{'a': 0.6, 'e': 0.3402753963403008}",20,16,7.591652509401522,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.6, 'e': 0.3395955256449391}",20,0,-59.653615048413485,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
540,False,"{'a': 0.6, 'e': 0.3389170133321328}",20,12,18.517852431886304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.6, 'e': 0.3382398566878317}",30,10,-73.46362502499686,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",1
542,False,"{'a': 0.6, 'e': 0.33756405300340836}",30,17,21.881783299889157,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.6, 'e': 0.33688959957564707}",20,8,-31.373313864429342,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
544,False,"{'a': 0.6, 'e': 0.3362164937067333}",20,9,19.472121661349334,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.6, 'e': 0.3355447327042427}",25,11,10.850820474711407,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.6, 'e': 0.3348743138811302}",20,7,13.262794022990398,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.6, 'e': 0.33420523455571977}",20,3,-4.411663662697216,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
548,False,"{'a': 0.6, 'e': 0.3335374920516932}",30,7,28.2581968448424,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.6, 'e': 0.33287108369807955}",25,0,-49.30316207298921,"{0: 22, 1: 0, 2: 0, 3: 2, 4: 1}",0
