trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1104,False,"{'a': 0.6, 'e': 0.10970064851551141}",30,14,29.16324351886322,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.6, 'e': 0.10948146647358296}",20,13,13.585661131330989,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.6, 'e': 0.10926272235766643}",25,2,16.44408720520649,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
1107,False,"{'a': 0.6, 'e': 0.10904441529278498}",20,7,18.66154660924806,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.6, 'e': 0.10882654440571013}",25,2,22.584276861026577,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1109,False,"{'a': 0.6, 'e': 0.10860910882495796}",30,13,7.14642145371981,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1110,False,"{'a': 0.6, 'e': 0.10839210768078596}",30,21,15.698195114281665,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.6, 'e': 0.10817554010518914}",25,18,-29.864150589120612,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1112,False,"{'a': 0.6, 'e': 0.10795940523189702}",25,17,14.955657046636585,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.6, 'e': 0.10774370219636975}",35,23,-24.48130950528053,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1114,False,"{'a': 0.6, 'e': 0.10752843013579495}",20,10,18.698848377487945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.6, 'e': 0.10731358818908403}",20,1,23.53205890016317,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.6, 'e': 0.107099175496869}",20,6,-13.299943684472547,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1117,False,"{'a': 0.6, 'e': 0.1068851912014987}",20,16,6.413566758614701,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.6, 'e': 0.10667163444703576}",20,8,19.459571434184816,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.6, 'e': 0.1064585043792528}",25,11,9.390456025617317,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1120,False,"{'a': 0.6, 'e': 0.10624580014562934}",30,18,24.299752872783518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.6, 'e': 0.1060335208953481}",20,14,12.523886743205082,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.6, 'e': 0.10582166577929185}",20,11,18.363523578809918,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.6, 'e': 0.10561023395003975}",20,11,3.9090981738804027,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1124,False,"{'a': 0.6, 'e': 0.10539922456186433}",35,22,-19.55716037830674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1125,False,"{'a': 0.6, 'e': 0.10518863677072765}",20,2,32.029901610394845,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.6, 'e': 0.10497846973427834}",25,11,17.96004814614228,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1127,False,"{'a': 0.6, 'e': 0.10476872261184789}",20,0,1.0979651299893305,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1128,False,"{'a': 0.6, 'e': 0.10455939456444763}",25,13,10.69921948053128,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1129,False,"{'a': 0.6, 'e': 0.104350484754765}",25,18,15.455306448608617,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.6, 'e': 0.10414199234716055}",20,8,23.189624492481187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.6, 'e': 0.10393391650766431}",25,0,33.784812292874186,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1132,False,"{'a': 0.6, 'e': 0.10372625640397273}",20,13,13.525150341019259,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.6, 'e': 0.10351901120544502}",25,11,26.65830065925194,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.6, 'e': 0.1033121800831002}",30,17,12.908179807456268,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1135,False,"{'a': 0.6, 'e': 0.10310576220961341}",25,13,19.222707540257993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.6, 'e': 0.102899756759313}",25,14,21.579785076074444,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.6, 'e': 0.10269416290817676}",20,6,25.119551054294973,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.6, 'e': 0.10248897983382912}",30,22,12.954218909079357,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.6, 'e': 0.10228420671553744}",25,17,2.3045369168459615,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1140,False,"{'a': 0.6, 'e': 0.10207984273420903}",25,6,17.65880647739894,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1141,False,"{'a': 0.6, 'e': 0.10187588707238764}",20,8,20.10854779298009,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.6, 'e': 0.1016723389142504}",25,9,-17.1543731066067,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
1143,False,"{'a': 0.6, 'e': 0.10146919744560434}",25,17,1.474802647448759,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1144,False,"{'a': 0.6, 'e': 0.1012664618538834}",30,17,7.34959821109804,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1145,False,"{'a': 0.6, 'e': 0.10106413132814486}",20,6,3.233439124132249,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1146,False,"{'a': 0.6, 'e': 0.10086220505906641}",20,14,13.323862782193476,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.6, 'e': 0.10066068223894266}",25,20,8.909413898355925,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.6, 'e': 0.1004595620616821}",25,11,17.883343367390143,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.6, 'e': 0.1002588437228037}",20,14,14.08775349812224,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.6, 'e': 0.10005852641943393}",20,14,10.125168691921289,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.6, 'e': 0.09985860935030318}",20,9,6.140596393964343,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1152,False,"{'a': 0.6, 'e': 0.09965909171574303}",35,3,-21.123523701642434,"{0: 29, 1: 0, 2: 1, 3: 1, 4: 1}",1
1153,False,"{'a': 0.6, 'e': 0.09945997271768262}",20,14,10.31219116762251,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.6, 'e': 0.09926125155964566}",20,9,8.46279777937617,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1155,False,"{'a': 0.6, 'e': 0.09906292744674731}",30,17,12.889094046373815,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.6, 'e': 0.09886499958569081}",25,17,18.36098156761243,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.6, 'e': 0.0986674671847645}",20,6,27.498445662033042,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.6, 'e': 0.09847032945383845}",20,14,10.767673973345474,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.6, 'e': 0.09827358560436154}",25,17,2.4315795370352338,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1160,False,"{'a': 0.6, 'e': 0.09807723484935806}",25,18,10.736581544052232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.6, 'e': 0.09788127640342477}",30,20,17.025162727487615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.6, 'e': 0.09768570948272756}",30,9,-1.6931072877046338,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
1163,False,"{'a': 0.6, 'e': 0.09749053330499859}",20,11,9.985866810282001,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.6, 'e': 0.09729574708953276}",20,15,7.492959455228638,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.6, 'e': 0.09710135005718508}",25,9,26.4212722319609,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.6, 'e': 0.09690734143036704}",20,8,9.278739162909332,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1167,False,"{'a': 0.6, 'e': 0.09671372043304398}",20,12,3.4231359629743476,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1168,False,"{'a': 0.6, 'e': 0.09652048629073155}",20,10,18.75789170128175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.6, 'e': 0.09632763823049303}",20,6,30.47942049004642,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.6, 'e': 0.09613517548093582}",25,10,-15.59253971946517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1171,False,"{'a': 0.6, 'e': 0.09594309727220877}",20,6,25.35178675230422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.6, 'e': 0.09575140283599869}",25,15,-20.786314962748342,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1173,False,"{'a': 0.6, 'e': 0.09556009140552765}",30,8,18.925395393248248,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
1174,False,"{'a': 0.6, 'e': 0.09536916221554961}",20,5,29.43417656574592,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.6, 'e': 0.09517861450234763}",25,20,11.349745652574708,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.6, 'e': 0.09498844750373053}",20,11,18.017759487707355,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.6, 'e': 0.09479866045903014}",20,11,9.874031191679226,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1178,False,"{'a': 0.6, 'e': 0.09460925260909793}",25,14,-10.416273511835318,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1179,False,"{'a': 0.6, 'e': 0.09442022319630235}",20,12,15.337369740987207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.6, 'e': 0.0942315714645254}",25,20,10.706398272036703,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1181,False,"{'a': 0.6, 'e': 0.09404329665916}",25,5,32.94484796200946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1182,False,"{'a': 0.6, 'e': 0.09385539802710659}",20,8,19.106504484250515,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.6, 'e': 0.09366787481677047}",25,15,22.24605430261741,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.6, 'e': 0.09348072627805847}",25,15,10.255836176600258,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1185,False,"{'a': 0.6, 'e': 0.09329395166237625}",25,4,15.167958855342006,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
1186,False,"{'a': 0.6, 'e': 0.09310755022262504}",25,14,17.76421186993633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.6, 'e': 0.0929215212131989}",20,5,24.002610083113712,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.6, 'e': 0.09273586388998147}",20,0,11.213655698571804,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1189,False,"{'a': 0.6, 'e': 0.09255057751034329}",30,12,36.17035426646011,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1190,False,"{'a': 0.6, 'e': 0.0923656613331385}",35,3,9.909339022967703,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 1}",1
1191,False,"{'a': 0.6, 'e': 0.09218111461870225}",20,6,10.945936148951976,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1192,False,"{'a': 0.6, 'e': 0.09199693662884734}",30,21,20.47024461039644,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.6, 'e': 0.09181312662686165}",25,9,21.28474521011781,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1194,False,"{'a': 0.6, 'e': 0.09162968387750484}",25,11,12.120246640296685,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1195,False,"{'a': 0.6, 'e': 0.09144660764700575}",25,17,12.356508011102074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1196,False,"{'a': 0.6, 'e': 0.09126389720305915}",25,3,19.051579132602434,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1197,False,"{'a': 0.6, 'e': 0.09108155181482308}",25,9,28.856009278729022,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.6, 'e': 0.09089957075291567}",25,18,10.975433526095376,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.6, 'e': 0.09071795328941251}",25,16,14.149247741585667,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.6, 'e': 0.09053669869784343}",25,0,-6.416307590591907,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1201,False,"{'a': 0.6, 'e': 0.0903558062531899}",20,14,9.563660776916791,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.6, 'e': 0.0901752752318818}",20,12,14.40542312194183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1203,False,"{'a': 0.6, 'e': 0.08999510491179491}",35,26,8.303335217644648,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.6, 'e': 0.08981529457224763}",20,13,14.376725561502669,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1205,False,"{'a': 0.6, 'e': 0.08963584349399842}",30,19,17.60149384421713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.6, 'e': 0.08945675095924267}",25,0,36.82465489092458,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.6, 'e': 0.08927801625161007}",20,16,5.650809670686815,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.6, 'e': 0.08909963865616147}",20,10,-27.24886516910416,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1209,False,"{'a': 0.6, 'e': 0.08892161745938634}",20,12,11.822332129452619,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.6, 'e': 0.08874395194919957}",20,9,-21.960210262699135,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1211,False,"{'a': 0.6, 'e': 0.08856664141493896}",35,16,35.824912179910115,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.6, 'e': 0.08838968514736205}",30,18,22.49569419446277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.6, 'e': 0.08821308243864363}",20,10,18.270925223103486,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.6, 'e': 0.08803683258237255}",20,13,12.62694814752147,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.6, 'e': 0.0878609348735492}",20,9,18.841062954421098,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.6, 'e': 0.08768538860858248}",30,9,21.220749549758523,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
1217,False,"{'a': 0.6, 'e': 0.08751019308528712}",25,18,10.826803657941646,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.6, 'e': 0.08733534760288077}",20,6,14.076949940052078,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1219,False,"{'a': 0.6, 'e': 0.0871608514619813}",25,13,22.714361432157176,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.6, 'e': 0.08698670396460385}",20,7,4.5727872433503745,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1221,False,"{'a': 0.6, 'e': 0.08681290441415829}",25,3,8.036390032813918,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
1222,False,"{'a': 0.6, 'e': 0.0866394521154461}",25,8,30.307913440738478,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.6, 'e': 0.08646634637465792}",20,7,22.32644193679992,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.6, 'e': 0.0862935864993705}",20,10,18.6108320616161,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.6, 'e': 0.08612117179854416}",20,6,17.11401286571162,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.6, 'e': 0.08594910158251981}",25,10,22.186251038805587,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.6, 'e': 0.08577737516301644}",30,15,13.393924425225208,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1228,False,"{'a': 0.6, 'e': 0.08560599185312803}",20,14,0.3586659069476923,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1229,False,"{'a': 0.6, 'e': 0.08543495096732123}",25,5,33.13200621806786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.6, 'e': 0.08526425182143217}",30,4,-8.665528655124614,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
1231,False,"{'a': 0.6, 'e': 0.08509389373266411}",25,12,-20.054995014427224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1232,False,"{'a': 0.6, 'e': 0.08492387601958441}",25,10,29.91542340154212,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.6, 'e': 0.08475419800212207}",20,11,4.339097142069659,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
1234,False,"{'a': 0.6, 'e': 0.08458485900156469}",25,15,20.6664783716124,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.6, 'e': 0.08441585834055614}",20,10,-4.120312399016493,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1236,False,"{'a': 0.6, 'e': 0.08424719534309347}",25,3,18.065581009752766,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1237,False,"{'a': 0.6, 'e': 0.08407886933452453}",30,12,21.470471217203936,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1238,False,"{'a': 0.6, 'e': 0.083910879641545}",35,23,23.213212412682616,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.6, 'e': 0.08374322559219596}",20,6,-27.856764721558577,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1240,False,"{'a': 0.6, 'e': 0.0835759065158609}",25,10,24.11857720110795,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.6, 'e': 0.08340892174326339}",20,13,7.291691953066424,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.6, 'e': 0.08324227060646401}",20,0,15.380489473924975,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1243,False,"{'a': 0.6, 'e': 0.0830759524388581}",30,8,40.34290960298311,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.6, 'e': 0.08290996657517266}",25,4,12.208077617500006,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
1245,False,"{'a': 0.6, 'e': 0.08274431235146412}",25,11,26.21378081788123,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.6, 'e': 0.08257898910511527}",25,15,9.79981036030207,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.6, 'e': 0.08241399617483297}",25,5,18.810819581825577,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
1248,False,"{'a': 0.6, 'e': 0.08224933290064523}",25,15,9.555966909542894,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1249,False,"{'a': 0.6, 'e': 0.0820849986238988}",35,23,23.870978291360665,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.6, 'e': 0.08192099268725626}",30,9,30.872295914030225,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1251,False,"{'a': 0.6, 'e': 0.08175731443469375}",20,8,25.79000658977808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.6, 'e': 0.08159396321149794}",20,9,25.1977851430565,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.6, 'e': 0.08143093836426381}",20,14,12.009016175101578,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.6, 'e': 0.08126823924089167}",20,11,3.66952243375582,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1255,False,"{'a': 0.6, 'e': 0.0811058651905849}",20,9,19.1602260934376,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.6, 'e': 0.08094381556384699}",25,2,19.602118319110474,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.6, 'e': 0.08078208971247929}",35,15,37.95355767220481,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.6, 'e': 0.08062068698957811}",30,19,23.38753119556603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.6, 'e': 0.08045960674953244}",20,0,27.337192854502156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1260,False,"{'a': 0.6, 'e': 0.08029884834802099}",20,13,9.87546753283513,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.6, 'e': 0.08013841114201005}",25,9,29.147408433362973,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.6, 'e': 0.07997829448975048}",25,1,30.06332948033704,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
1263,False,"{'a': 0.6, 'e': 0.07981849775077554}",20,13,12.354951492036545,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.6, 'e': 0.07965902028589801}",25,14,24.883815698594766,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.6, 'e': 0.07949986145720786}",30,16,18.10559405636056,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.6, 'e': 0.0793410206280695}",25,14,21.53776458754814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.6, 'e': 0.07918249716311948}",20,16,8.66122075595527,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.6, 'e': 0.07902429042826366}",20,12,18.86602295750442,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.6, 'e': 0.07886639979067495}",20,0,21.172364286723024,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1270,False,"{'a': 0.6, 'e': 0.07870882461879052}",20,16,8.62300463466565,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.6, 'e': 0.07855156428230954}",25,15,19.708160697199357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.6, 'e': 0.0783946181521904}",20,8,20.576850904485397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.6, 'e': 0.07823798560064842}",30,16,25.819003667657537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.6, 'e': 0.07808166600115313}",30,22,16.54290461490502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1275,False,"{'a': 0.6, 'e': 0.077925658728426}",20,15,9.513609714700614,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.6, 'e': 0.07776996315843764}",20,5,27.10296880756206,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.6, 'e': 0.07761457866840563}",20,16,6.879581858796032,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.6, 'e': 0.07745950463679176}",20,8,-30.10342596833413,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1279,False,"{'a': 0.6, 'e': 0.07730474044329974}",25,7,30.91753152053212,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.6, 'e': 0.07715028546887258}",30,13,30.56591847240458,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.6, 'e': 0.07699613909569011}",25,15,16.88690980750276,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.6, 'e': 0.07684230070716673}",20,13,3.2210552211645065,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1283,False,"{'a': 0.6, 'e': 0.0766887696879486}",20,2,31.05357566114262,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.6, 'e': 0.07653554542391151}",30,16,28.998742673303656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.6, 'e': 0.07638262730215813}",25,13,24.05045803494799,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.6, 'e': 0.07623001471101583}",20,11,16.002766570643434,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
